kernel,server_type,model,input_tokens,output_tokens,total_tokens
19_ReLU.py,openai,gpt-5,6291,4746,11037
19_ReLU.py,openai,gpt-5,6642,2091,8733
19_ReLU.py,openai,gpt-5,3662,1128,4790
19_ReLU.py,openai,gpt-5,6941,3526,10467
19_ReLU.py,openai,gpt-5,4180,3679,7859
19_ReLU.py,openai,gpt-5,6291,4805,11096
19_ReLU.py,openai,gpt-5,4380,4300,8680
